"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"787",102430,5931,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",76090,2111,211101,"Communautés juives orthodoxes et traditionalistes","Communauté juive orthodoxe et traditionaliste","Non-chrétiennes","Juives","Juives","Juives",1985,1850,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",300,70,30,30,20,"S'est globalement maintenu","A diminué de 10% ou plus",NA,"Oui",NA,"Oui","Non","Non","Oui","Oui","Homme",72,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Non","Non","Non",5,NA,"Oui",7,5,71.4285714285714,2,1,50,0,0,NA,"S’est globalement maintenu","A diminué",NA,NA,NA,10,5,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",120,"Oui",10,"Oui","Cantique/feuilles",60,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Des bancs","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Non","Oui",NA,NA,"Oui","Non",NA,"Oui","Oui",15,"Autres","Langue principale n'est pas une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",3,"Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2010,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse","Entraide / développement","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","Non","Non",NA,NA,"Oui",NA,NA,70,15,50,5,25,NA,20,60,"Allemagne","Moyen-Orient","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Plus sur l'aile libérale","Légèrement libérale",NA,NA,"Non",1,1,0.533710253358272,1,0.533710253358272,0.108668234271815,"Jewish noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"788",102502,2000,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",139408,1141,114107,"Communautés pentecôtistes et charismatiques","Assemblées de Dieu (ADD)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",1995,1988,NA,NA,NA,"Oui","Oui","Non","Paye un loyer","Oui",80,100,60,60,50,"A diminué de 10% ou plus","A augmenté de 10% ou plus",NA,"Non","Association","Oui",NA,"Non","Oui","Oui","Homme",49,"Portugal","Nationalité étrangère","Etranger (non défini)",NA,"Scolarité de base (primaire, secondaire, 10e année, etc.)",NA,"Non",NA,"Non",20,NA,"Oui",6,1,16.6666666666667,2,1,50,2,1,50,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,20,15,5,10,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",90,"Oui",40,"Oui","Projetées",20,"Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","Non",NA,"Oui","Oui",20,"Portugais","Langue principale n'est pas une langue nationale","Oui","Français","Allemand","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",10,"Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Oui","Mission","Entraide / développement",NA,"Non","Pas de concurrence","Pas de concurrence","Faible concurrence","Forte concurrence","Oui","Non","Oui","Oui","Non","Non","Oui","Oui","Oui","Non",220000,250000,"Oui",60000,60,10,30,5,0,NA,NA,60,40,"Portugal","Amérique latine","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.538380433704979,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"789",102513,1467,NA,"2022","Allemand","CAWI","Nord-Ouest de la Suisse","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de forte densité",4038,1132,113201,"Communautés méthodistes","Eglise évangélique méthodiste","Chrétiennes établies","Chrétiennes","Évangéliques (classiques)","Méthodistes",2001,1940,NA,NA,NA,"Non","Oui","Non","Propriétaire","Oui",135,300,180,180,140,"A augmenté de moins de 10%","S'est globalement maintenu",NA,"Non","Association","Oui",NA,"Oui","Oui","Non","Homme",34,"Suisse","Suisse","Suisse",NA,"Hautes-école spécialisée ou pédagogique (HES, HEP)","Suisse d'origine","Non",NA,"Oui",100,NA,"Oui",5,2,40,2,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,100,70,1,10,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",300,"Oui",25,"Oui","Projetées",25,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non",NA,"Oui","Non",150,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Anglais","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",25,"Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Oui","Oui","Non",NA,NA,NA,"Non","Non","Oui","Greenpeace","WWF","Autres","Non",NA,NA,"Oui","Oui","Oui","Mission","Action sociale en Suisse","Entraide / développement","Non","Faible concurrence","Faible concurrence","Forte concurrence","Forte concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Non",4e+05,4e+05,"Oui",1e+05,65,33,25,10,2,15,NA,25,66,"Allemagne","Sous continent indien","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,0.896146517694352,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"790",102514,5673,NA,"2022","Français","CAWI","Espace Mittelland","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",5140,1221,122101,"Eglise catholique chrétienne","Eglise catholique chrétienne","Chrétiennes établies","Chrétiennes","Autres communautés chrétiennes","Catholiques chrétiennes",2011,1874,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",174,15,10,10,5,"A diminué de moins de 10%","S'est globalement maintenu",NA,"Oui","Association","Non","Oui","Oui","Oui","Oui","Homme",44,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",20,NA,"Oui",7,3,42.8571428571429,2,1,50,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,10,6,1,1,"Non","Pas de célébrations religieuses virtuelles","Moins d'un mois",60,"Oui",10,"Oui","Cantique/feuilles",25,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Oui",1,"Oui","Oui",11,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Non",1,"Non","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Droits d'asile / migration",NA,NA,"Oui","Non","Oui","Oeku","Oeku",NA,"Non",NA,NA,"Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Non","Oui","Non","Oui","Oui","Non","Oui","Oui",94000,91000,"Non",22100,30,30,10,20,0,20,NA,10,50,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","De droite","Légèrement de droite","Plus sur l'aile libérale","Fortement libérale",NA,NA,"Non",1,1,1.02452181022912,1,1.02452181022912,0.069533968659349,"Other Christians noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"791",102517,2170,NA,"2022","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",14391,1141,114102,"Communautés pentecôtistes et charismatiques","Bewegung Plus/Gemeinde für Urchristentum","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2011,1966,NA,NA,NA,"Non","Oui","Non","Propriétaire","Oui",50,40,40,40,30,"S'est globalement maintenu","A diminué de 10% ou plus",NA,"Non","Association","Oui","Oui","Oui","Oui","Oui","Homme",46,"Paraguay","Nationalité étrangère","Etranger (non défini)",NA,"Université, EPF",NA,"Oui",NA,"Oui",50,NA,"Oui",3,2,66.6666666666667,2,1,50,0,0,NA,"S’est globalement maintenu","A diminué",NA,NA,NA,35,23,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",90,"Oui",20,"Oui","Projetées",15,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Non","Oui","Non","Non","Oui",4,"Oui","Oui",40,"Allemand","Langue principale est une langue nationale","Oui","Suisse-Allemand","Pas de troisième langue","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",3,"Oui","Oui","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Oui","Stop pauvreté",NA,NA,"Oui",NA,"De la direction de la communauté","Oui","Oui","Oui","Mission",NA,NA,"Non","Faible concurrence","Faible concurrence","Faible concurrence","Pas de concurrence","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non",130000,150000,"Oui",50000,70,60,5,20,0,10,NA,0,90,NA,NA,"Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.358920289136653,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"792",102526,1488,NA,"2022","Français","CATI","Espace Mittelland","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",5140,1132,113201,"Communautés méthodistes","Eglise évangélique méthodiste","Chrétiennes établies","Chrétiennes","Évangéliques (classiques)","Méthodistes",2019,1900,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",30,45,37,37,30,"S'est globalement maintenu","S'est globalement maintenu",NA,"Non","Association","Oui","Non","Non","Oui","Oui","Femme",57,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",30,NA,"Oui",7,3,42.8571428571429,2,1,50,0,0,NA,"S’est globalement maintenu","A diminué",NA,NA,NA,20,17,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",60,"Oui",10,"Oui","Projetées",20,"Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Oui",1,"Oui","Non",36,"Français","Langue principale est une langue nationale","Oui","Allemand","Pas de troisième langue","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",0,"Non","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Oui","Oui",NA,NA,NA,"Non","Non","Oui","Commune ou canton",NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Mission","Entraide / développement",NA,"Non","Faible concurrence","Forte concurrence","Faible concurrence","Faible concurrence","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non",80000,80000,"Oui",60213,70,70,10,5,0,10,NA,10,90,"France",NA,"Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","De droite","Modérément de droite","Plus sur l'aile conservatrice","Fortement conservatrice",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,0.184207895303839,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"793",102614,2717,NA,"2022","Français","CAWI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",2654,1151,115188,"Autres communautés évangéliques","Autres communautés évangéliques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Autres communautés évangéliques",2003,2000,NA,NA,NA,"Non","Non","Oui","Paye un loyer","Non",NA,60,50,50,40,"S'est globalement maintenu","A augmenté de moins de 10%",NA,"Non","Association","Oui",NA,NA,"Oui","Oui","Homme",63,"Italie","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse par acquisition ou par mariage","Non",NA,"Oui",50,NA,"Oui",6,4,66.6666666666667,2,1,50,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,10,5,1,1,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",150,"Oui",40,"Oui","Projetées",60,"Oui","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Non","Des chaises","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Oui",2,"Oui","Oui",50,"Français","Langue principale est une langue nationale","Oui","Anglais","Italien","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",5,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Entraide / développement","Action sociale en Suisse","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Non",NA,"Oui","Non",120000,118000,"Oui",48000,50,8,10,20,0,NA,NA,6,90,"Italie","Afrique subsaharienne","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Fortement conservatrice",NA,NA,"Non",1,1,1.3220936164155,1,1.3220936164155,0.448650361420816,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Apparue entre 2009 et 2023"
"794",102628,2965,NA,"2022","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",173232,1171,117101,"Adventistes","Adventiste du septième jour","Chrétiennes non-établies","Chrétiennes","Autres communautés chrétiennes","Messianiques",2021,1883,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",235,250,180,180,160,"A diminué de 10% ou plus","A diminué de moins de 10%",NA,"Non","Association","Oui",NA,"Non","Oui","Oui","Homme",29,"Allemagne","Nationalité étrangère","Europe de l'Ouest",NA,"Hautes-école spécialisée ou pédagogique (HES, HEP)",NA,"Non",NA,"Oui",70,NA,"Oui",9,5,55.5555555555556,2,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,120,75,3,4,"Oui","Plus qu'une fois par semaine","Moins d'une semaine",90,"Non",NA,"Oui","Cantique/feuilles",10,"Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Oui",5,"Oui","Oui",25,"Allemand","Langue principale est une langue nationale","Oui","Espagnol","Portugais","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Non",4,"Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",NA,"De l'association faîtière","Oui","Oui","Oui",NA,"Entraide / développement",NA,"Non","Faible concurrence","Faible concurrence","Forte concurrence","Forte concurrence","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non",550000,NA,"Non",80000,65,50,20,30,11.1111111111111,11.1111111111111,NA,57.5,42.5,"Allemagne","Amérique latine","Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Modérément conservatrice",NA,NA,"Non",1,1,1.02452181022912,1,1.02452181022912,1.25161143586828,"Other Christians noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"795",102630,5493,NA,"2022","Français","CATI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",2271,1211,121103,"Eglise catholique romaine","Mission catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",1979,1979,"Non",1,NA,"Non","Oui","Non","Bénéficie gratuitement","Oui",7000,7000,150,150,100,"A diminué de 10% ou plus","A augmenté de 10% ou plus",NA,"Non","Association","Oui","Oui","Non","Oui","Oui","Homme",50,"Vietnam","Double nationalité","Double nationalité","Asie","Université, EPF","Suisse par acquisition ou par mariage","Non","Oui","Oui",100,NA,"Oui",8,6,75,2,0,0,1,0,0,"A diminué","A diminué",NA,NA,NA,20,11,14,5,"Oui","Plus qu'une fois par semaine","Moins d'une semaine",90,"Oui",10,"Oui","Projetées",20,"Oui","Oui","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Des chaises","Oui","Non","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non",NA,"Oui","Oui",150,"Autres","Langue principale n'est pas une langue nationale","Oui","Latin","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Non",30,"Oui","Non","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Entraide / développement","Entraide / développement","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Non","Non","Non","Oui","Non","Oui","Oui","Oui","Oui","Non",NA,NA,"Non",NA,50,60,20,55,10,NA,NA,5,10,NA,"Asie","Oui","Oui","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Oui","De droite","Modérément de droite","Juste au milieu","Au millieu",NA,70,"Non",1,1,1.23243237248915,0.24953095684803,0.223196413915358,1.25467188362144,"Catholic noGreenSampling mission noJehovah","Présente en 2009 et en 2023"
"796",102650,6607,NA,"2022","Allemand","CAWI","Suisse centrale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",82257,4114,411488,"Bouddhisme Zen","Autres communautés Bouddhisme Zen","Non-chrétiennes","Bouddhistes","Bouddhistes","Bouddhistes",2006,2006,NA,NA,NA,"Non","Non","Non","Paye un loyer","Non",NA,400,100,100,100,"A diminué de 10% ou plus","S'est globalement maintenu",NA,"Non","Fondation","Oui",NA,"Non","Oui","Oui","Femme",72,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Non","Oui","Oui",75,NA,"Oui",5,3,60,2,2,100,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,20,12,5,4,"Oui","Plus qu'une fois par semaine","Moins d'une semaine",90,"Oui",30,"Oui","Par coeur",0,"Oui","Non","Non","Non","Non","Oui","Oui","Non","Oui","Non","Autre chose","Non","Non","Oui","Oui","Non","Non","Non","Oui","Non","Non",NA,"Non","Non","Non",NA,"Oui","Non",28,"Allemand","Langue principale est une langue nationale","Oui","Autres","Autres","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus rarement",NA,"Non",0,"Non","Non","Non","Non","Non","Non","Oui","Oui","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",2006,"Des membres","Oui","Oui","Oui",NA,NA,NA,"Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Non",NA,NA,"Oui",30000,70,60,5,20,0,NA,NA,12,85,"Allemagne","Asie","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","De gauche","Modérément de gauche","Plus sur l'aile libérale","Fortement libérale",NA,NA,"Non",1,1,0.55229717760458,1,0.55229717760458,0.374842333806593,"Buddhist noGreenSampling noMission noJehovah","Apparue entre 2009 et 2023"
"797",102745,1567,NA,"2022","Français","CAWI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d'une agglomération moyenne",19824,1133,113301,"Communautés salutistes","Armée du Salut","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Salutistes",1993,1888,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Oui",30,50,30,30,30,"S'est globalement maintenu","A diminué de 10% ou plus",NA,"Non","Fondation","Oui","Non","Non","Oui","Oui","Homme",53,"Brésil","Double nationalité","Double nationalité","Amérique latine","Ecole post-obligatoire (gymnase, culture générale, école normale, etc.)","Suisse d'origine","Non",NA,"Oui",100,NA,"Oui",9,4,44.4444444444444,2,1,50,2,1,50,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,17,9,3,2,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",80,"Oui",15,"Oui","Projetées",15,"Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Non",NA,"Oui","Non",22,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus rarement",NA,"Non",0,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui",NA,"Action sociale en Suisse",NA,"Non","Faible concurrence","Pas de concurrence","Faible concurrence","Faible concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Non","Non","Non",70000,60000,"Oui",4015,65,80,0,10,3.33333333333333,0,NA,10,90,"France",NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.733551664859796,1,0.733551664859796,0.149357752949059,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
