"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"2006",10974,1213,NA,"2009","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",20934,1122,112201,"Communautés baptistes","Eglise évangélique baptiste","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Baptistes",1997,1962,NA,NA,NA,NA,"Oui","Oui","Propriétaire",NA,NA,40,35,35,30,"S'est globalement maintenu","S'est globalement maintenu","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",51,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Oui",NA,"Oui",NA,"Non","Oui",5,2,40,1,0,0,0,0,NA,"S’est globalement maintenu","A diminué",NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",90,"Oui",20,"Oui","Cantique/feuilles",20,"Oui","Non","Oui","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Non","Non","Non","Oui","Oui",NA,"Non","Oui",NA,NA,NA,NA,NA,35,"Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois","Non",NA,4,"Non","Non","Oui","Non","Non","Non","Non","Non",NA,"Non","Oui","Non","Oui","Droits humains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission",NA,NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Oui","Non","Oui","Oui",NA,NA,"Non",110000,NA,"Oui",70000,50,15,10,30,15,10,100,NA,NA,NA,NA,"Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,0.645844504021448,1,0.645844504021448,0.158750063212833,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2007",10978,2580,NA,"2009","Allemand","CATI","Nord-Ouest de la Suisse","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",173232,1151,115103,"Autres communautés évangéliques","World Winners","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Autres communautés évangéliques",2002,2002,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,40,20,20,15,"A diminué de moins de 10%","S'est globalement maintenu","Non",NA,NA,NA,NA,NA,"Oui","Non","Homme",46,NA,"Nationalité étrangère","Afrique subsaharienne",NA,NA,NA,"Oui",NA,"Non",NA,"Non","Oui",4,3,75,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,3,3,NA,NA,"Moins d'une semaine",60,"Oui",30,"Oui","Projetées",15,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Non","Oui","Oui","Non","Oui","Oui","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,27,"Anglais","Langue principale n'est pas une langue nationale","Oui","Italien","Allemand","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Non",NA,7,"Oui","Oui","Oui","Oui","Non","Non","Oui","Oui",NA,"Oui","Oui","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Mission",NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Oui","Non","Oui","Oui",NA,NA,"Oui",23000,NA,"Non",0,70,0,30,70,0,50,95,NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.185221269669811,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2008",10979,1838,NA,"2009","Allemand","CATI","Espace Mittelland","Région linguistique allemande","Rural","Commune rurale en situation centrale",2093,1134,113403,"Communautés néo-piétistes et évangéliques","Union des assemblées missionnaires (UAM)","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Néo-piétistes",1978,1978,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,58,58,58,50,"A diminué de moins de 10%","A diminué de moins de 10%","Non",NA,NA,NA,NA,NA,"Oui","Non","Homme",35,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Oui","Oui",NA,"Non","Oui",5,0,0,1,0,0,0,0,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",90,"Oui",100,"Oui","Projetées",20,"Oui","Non","Oui","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Oui","Non","Non","Non","Non","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,98,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois","Oui",NA,8,"Oui","Oui","Oui","Non","Non","Non","Oui","Non",NA,"Non","Non","Oui","Oui","Régulation religieuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Entraide / développement","Mission","Non",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Oui","Non","Non",NA,NA,"Non",36000,NA,"Oui",16200,55,30,20,0,0,0,100,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","De droite","De droite (sans indication)","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,0.645844504021448,1,0.645844504021448,0.263071533324124,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2009",10980,1850,NA,"2009","Français","CATI","Espace Mittelland","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",7385,1134,113404,"Communautés néo-piétistes et évangéliques","Eglise de l'action biblique","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Néo-piétistes",2007,1968,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,100,60,60,50,"A augmenté de moins de 10%","S'est globalement maintenu","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",45,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Oui",NA,"Oui",NA,"Oui","Oui",13,7,53.8461538461538,1,0,0,1,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",90,"Oui",28,"Oui","Projetées",25,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,"Non","Oui","Oui","Oui","Non","Oui","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,60,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,20,"Oui","Oui","Oui","Non","Oui","Non","Oui","Oui",NA,"Oui","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Mission",NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Non","Oui","Oui","Oui",NA,NA,"Non",NA,NA,"Oui",80000,50,13.3333333333333,25,40,NA,NA,95,NA,NA,NA,NA,"Oui","Oui",NA,"Oui","Non","Non","Oui","Oui","Oui","Oui","Oui",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.49660936760763,1,1.49660936760763,0.630634322923403,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2010",10982,1531,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",203951,1133,113301,"Communautés salutistes","Armée du Salut","Chrétiennes non-établies","Chrétiennes","Évangéliques (classiques)","Salutistes",2007,1832,NA,NA,NA,NA,"Oui","Oui","Paye un loyer",NA,NA,130,110,110,80,"A augmenté de moins de 10%","A diminué de 10% ou plus","Oui",NA,NA,NA,NA,NA,"Oui","Oui","Homme",38,NA,"Double nationalité","Double nationalité","Amérique latine",NA,"Suisse d'origine","Oui",NA,"Oui",NA,"Oui","Oui",17,9,52.9411764705882,4,2,50,2,0,0,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",90,"Oui",20,"Oui","Projetées",50,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Oui","Oui","Oui","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,70,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,10,"Non","Oui","Oui","Non","Oui","Non","Oui","Non",NA,"Non","Non","Non","Oui","Développement / lutte contre la pauvreté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Entraide / développement",NA,"Non",NA,NA,NA,NA,"Oui","Non","Oui","Non","Non","Oui","Non",NA,NA,"Non",130000,NA,"Oui",60000,70,50,10,40,2,5,85,NA,NA,NA,NA,"Oui","Non","Non","Non","Non","Non","Oui","Oui","Oui","Oui","Oui",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.645844504021448,1,0.645844504021448,0.498928770097477,"Evangelical (Classical) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2011",10983,1406,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",139408,1123,112305,"Communautés darbystes ou des frères","Assemblée chrétienne de Suisse romande (ACSR)","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Darbystes",1952,1840,NA,NA,NA,NA,"Oui","Oui","Bénéficie gratuitement",NA,NA,250,200,200,120,"A augmenté de moins de 10%","S'est globalement maintenu","Oui",NA,NA,NA,NA,NA,"Non","Oui","Homme",76,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Non","Non",NA,"Non","Oui",8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"Moins d'une semaine",135,"Oui",45,"Oui","Cantique/feuilles",25,"Oui","Non","Oui","Oui","Oui",NA,NA,NA,"Non",NA,NA,NA,"Non","Oui","Non","Oui","Non","Non","Oui","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,220,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,30,"Oui","Oui","Oui","Oui","Oui","Non","Non","Non",NA,"Oui","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Mission",NA,"Oui",NA,NA,NA,NA,"Oui","Non","Oui","Non","Oui","Oui","Non",NA,NA,"Non",NA,NA,"Non",0,30,40,30,60,NA,NA,100,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","De droite","De droite (sans indication)","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.49660936760763,1,1.49660936760763,2.10211440974468,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2012",10984,2794,NA,"2009","Français","CATI","Espace Mittelland","Région linguistique française","Urbain","Commune urbaine d'une agglomération moyenne",11132,1151,115188,"Autres communautés évangéliques","Autres communautés évangéliques","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Autres communautés évangéliques",1989,2004,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,30,25,25,25,"A diminué de 10% ou plus","S'est globalement maintenu","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",48,NA,"Nationalité étrangère","Afrique subsaharienne",NA,NA,NA,"Non","Oui","Non",NA,"Non","Oui",7,1,14.2857142857143,5,1,20,5,1,20,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,2,3,NA,NA,"Moins d'une semaine",160,"Non",NA,"Oui","Cantique/feuilles",30,"Oui","Non","Non","Oui","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Oui","Oui","Non","Oui","Oui","Oui","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,15,"Français","Langue principale est une langue nationale","Oui","Portugais","Autres","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,7,"Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui",NA,"Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","Autre","Autre","Autre","Oui",NA,NA,NA,NA,"Oui","Non","Oui","Oui","Oui","Oui","Oui",NA,NA,"Non",7000,NA,"Non",0,60,0,32,NA,5,0,24,NA,NA,NA,NA,"Oui","Oui","Non","Non","Oui","Non","Non","Oui","Non","Non","Non",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.231526587087263,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"2013",10985,1999,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",139408,1141,114107,"Communautés pentecôtistes et charismatiques","Assemblées de Dieu (ADD)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2005,2005,NA,NA,NA,NA,"Oui","Oui","Paye un loyer",NA,NA,30,30,30,20,"A augmenté de moins de 10%","A augmenté de moins de 10%",NA,NA,NA,NA,NA,NA,"Oui","Oui","Homme",31,NA,"Nationalité étrangère","Amérique latine",NA,NA,NA,"Oui",NA,"Non",NA,"Non","Oui",6,3,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,"Moins d'un mois",120,"Oui",45,"Oui","Projetées",15,"Oui","Non","Non","Non","Oui",NA,NA,NA,"Oui",NA,NA,NA,"Non","Oui","Non","Non","Oui","Oui","Oui","Oui",NA,"Oui",NA,NA,NA,NA,NA,NA,50,"Portugais","Langue principale n'est pas une langue nationale","Oui","Français","Pas de troisième langue","Oui",NA,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,"Oui",NA,2,"Oui","Oui","Oui","Non","Non","Non","Oui","Oui",NA,"Non","Non","Non","Oui","Droits d'asile / migration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Entraide / développement","Entraide / développement",NA,"Non",NA,NA,NA,NA,"Oui","Non","Oui",NA,"Oui","Oui","Oui",NA,NA,"Oui",NA,NA,"Non",0,80,0,20,6.66666666666667,NA,NA,30,NA,NA,NA,NA,"Non","Non",NA,"Non","Non","Non","Oui","Oui","Non","Oui","Non",NA,NA,"Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.277831904504716,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2014",10986,1232,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Rural","Commune rurale en situation centrale",270,1123,112302,"Communautés darbystes ou des frères","Assemblée des frères (darbyste)","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Darbystes",1955,1840,NA,NA,NA,NA,"Non","Non","Paye un loyer",NA,NA,42,42,42,35,"S'est globalement maintenu","A diminué de 10% ou plus","Non",NA,NA,NA,NA,NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","A diminué",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",90,"Non",NA,"Oui","Cantique/feuilles",20,"Non","Non","Non","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Oui","Non","Non","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,35,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,8,"Non","Non","Non","Non","Non","Non","Non","Non",NA,"Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission",NA,NA,"Non",NA,NA,NA,NA,"Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",0,NA,"Non",0,50,40,10,0,0,0,90,NA,NA,NA,NA,"Oui","Oui","Non","Oui",NA,"Non","Oui","Oui","Non","Non","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.49660936760763,1,1.49660936760763,0.441444026046382,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2015",10987,1271,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Intermédiaire (périurbain dense et centres ruraux)","Commune d’un centre rural",3835,1123,112302,"Communautés darbystes ou des frères","Assemblée des frères (darbyste)","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Darbystes",1956,1870,NA,NA,NA,NA,"Oui","Non","Paye un loyer",NA,NA,25,25,25,5,"S'est globalement maintenu","A diminué de 10% ou plus","Non",NA,NA,NA,NA,NA,"Oui","Oui","Homme",82,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Non","Non",NA,"Non","Non",NA,NA,NA,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,3,NA,NA,"Moins d'une semaine",60,"Oui",20,"Oui","Cantique/feuilles",30,"Non","Non","Non","Non","Non",NA,NA,NA,"Non",NA,NA,NA,"Non","Non","Non","Oui","Non","Non","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,30,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,"Non",NA,0,"Non","Non","Oui","Non","Non","Non","Non","Non",NA,"Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission",NA,NA,"Non",NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,"Non",10000,NA,"Non",0,0,20,0,4,0,4,100,NA,NA,NA,NA,"Oui","Non","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non","Au centre","Au centre","Plus sur l'aile conservatrice","Conservatrice (sans indication)",NA,NA,"Non",1,1,1.49660936760763,1,1.49660936760763,0.262764301218084,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2016",10989,1258,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",10620,1123,112302,"Communautés darbystes ou des frères","Assemblée des frères (darbyste)","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Darbystes",2000,2000,NA,NA,NA,NA,"Non","Non","Paye un loyer",NA,NA,45,45,45,25,"S'est globalement maintenu","S'est globalement maintenu","Non",NA,NA,NA,NA,NA,"Oui","Non","Homme",58,NA,"Suisse","Suisse",NA,NA,"Suisse d'origine","Non","Oui","Non",NA,"Non","Oui",20,10,50,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,1,2,NA,NA,"Moins d'une semaine",150,"Oui",45,"Oui","Cantique/feuilles",40,"Non","Non","Non","Non","Non",NA,NA,NA,"Oui",NA,NA,NA,"Non","Non","Oui","Oui","Non","Non","Non","Non",NA,"Non","Oui",NA,NA,NA,NA,NA,40,"Français","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine","Oui",NA,3,"Non","Non","Non","Oui","Non","Non","Non","Oui",NA,"Oui","Non","Oui","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Mission","Mission",NA,"Non",NA,NA,NA,NA,"Oui","Non","Oui","Oui","Non","Oui","Oui",NA,NA,"Non",30000,NA,"Non",0,50,4.44444444444444,17.7777777777778,13.3333333333333,0,6.66666666666667,100,NA,NA,NA,NA,"Oui","Non","Non",NA,"Non","Non","Oui","Oui","Non","Non","Non",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.49660936760763,1,1.49660936760763,0.472975742192552,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
"2017",10990,2371,NA,"2009","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",139408,1141,114124,"Communautés pentecôtistes et charismatiques","Eglise familiale (groupes de maison)","Chrétiennes non-établies","Chrétiennes","Évangéliques (charismatique)","Pentecôtistes et autres communautés charismatiques",2007,2008,NA,NA,NA,NA,"Non","Non","Paye un loyer",NA,NA,15,8,8,8,"A augmenté de moins de 10%","A augmenté de moins de 10%","Non",NA,NA,NA,NA,NA,"Oui","Oui","Femme",29,NA,"Nationalité étrangère","Europe de l'Ouest",NA,NA,NA,"Non","Non","Non",NA,"Non","Oui",25,12,48,0,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,2,1,NA,NA,"Moins d'une semaine",180,"Oui",10,"Oui","Par coeur",20,"Oui","Non","Non","Non","Oui",NA,NA,NA,"Non",NA,NA,NA,"Non","Oui","Non","Oui","Non","Non","Non","Non",NA,"Oui","Oui",NA,NA,NA,NA,NA,8,"Français","Langue principale est une langue nationale","Oui","Allemand","Anglais","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,"Non",NA,0,"Non","Non","Oui","Non","Non","Non","Non","Non",NA,"Oui","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non",NA,NA,NA,"Non",NA,NA,NA,NA,"Oui","Non","Oui","Non","Oui","Oui","Non",NA,NA,"Non",0,NA,"Non",0,50,0,87.5,50,40,0,30,NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,1.31869077145847,1,1.31869077145847,0.0740885078679242,"Evangelical (Charismatic) noGreenSampling noMission noJehovah","Disparue entre 2009 et 2023"
